11:43:15.910 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$8865691f] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13:22:47.088 [http-nio-8500-exec-3] INFO  c.n.l.DynamicServerListLoadBalancer - [enableAndInitLearnNewServersFeature,222] - Using serverListUpdater PollingServerListUpdater
13:22:47.606 [http-nio-8500-exec-3] INFO  c.n.c.ChainedDynamicProperty - [checkAndFlip,115] - Flipping property: oauth2-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
13:22:47.639 [http-nio-8500-exec-3] INFO  c.n.l.DynamicServerListLoadBalancer - [restOfInit,150] - DynamicServerListLoadBalancer for client oauth2-server initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=oauth2-server,current list of Servers=[vWHPC80DMZ0016.ECMMS.FOXCONN:8700],Load balancer stats=Zone stats: {defaultzone=[Zone:defaultzone;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:vWHPC80DMZ0016.ECMMS.FOXCONN:8700;	Zone:defaultZone;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 08:00:00 CST 1970;	First connection made: Thu Jan 01 08:00:00 CST 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:org.springframework.cloud.netflix.ribbon.eureka.DomainExtractingServerList@493c6a38
13:22:48.116 [PollingServerListUpdater-0] INFO  c.n.c.ChainedDynamicProperty - [checkAndFlip,115] - Flipping property: oauth2-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
13:24:53.053 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
13:29:53.197 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
13:35:40.344 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$c93a973e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13:35:41.342 [main] INFO  c.a.o.u.a.UaaAdminApplication - [logStartupProfileInfo,646] - No active profile set, falling back to default profiles: default
13:35:51.739 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - [multipleStoresDetected,244] - Multiple Spring Data modules found, entering strict repository configuration mode!
13:35:51.801 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - [registerRepositoriesIn,126] - Bootstrapping Spring Data repositories in DEFAULT mode.
13:35:52.305 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - [registerRepositoriesIn,182] - Finished Spring Data repository scanning in 226ms. Found 0 repository interfaces.
13:35:56.980 [main] INFO  o.s.c.c.s.GenericScope - [setSerializationId,295] - BeanFactory id=5e9ebb9d-818b-3b2b-9814-557e407cdd72
13:35:57.350 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - [registerErrorChannel,193] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
13:35:57.469 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - [registerTaskScheduler,280] - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
13:35:57.628 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - [registerHeaderChannelRegistry,431] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
13:36:01.374 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$ad209441] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13:36:02.019 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'integrationDisposableAutoCreatedBeans' of type [org.springframework.integration.config.annotation.Disposables] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13:36:02.425 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration$$EnhancerBySpringCGLIB$$18124f70] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13:36:02.562 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration' of type [org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration$$EnhancerBySpringCGLIB$$f3a45a90] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13:36:02.653 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration' of type [org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$EnhancerBySpringCGLIB$$2c8c035d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13:36:02.730 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'mbeanServer' of type [com.sun.jmx.mbeanserver.JmxMBeanServer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13:36:02.969 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$c93a973e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
13:36:06.451 [main] INFO  o.s.b.w.e.t.TomcatWebServer - [initialize,90] - Tomcat initialized with port(s): 8500 (http)
13:36:06.593 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8500"]
13:36:06.634 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
13:36:06.636 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.21]
13:36:07.598 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
13:36:07.603 [main] INFO  o.s.w.c.ContextLoader - [prepareWebApplicationContext,283] - Root WebApplicationContext: initialization completed in 26149 ms
13:36:08.418 [main] INFO  c.n.c.s.URLConfigurationSource - [<init>,122] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
13:36:08.536 [main] INFO  c.n.c.DynamicPropertyFactory - [getInstance,281] - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@26d445e9
13:36:19.470 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - [dataSource,56] - Init DruidDataSource
13:36:22.273 [main] INFO  c.a.d.p.DruidDataSource - [init,991] - {dataSource-1} inited
13:36:25.516 [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - [initialize,171] - Initializing ExecutorService 'taskScheduler'
13:36:30.742 [main] INFO  c.a.c.o.a.FeignAutoConfiguration - [feignFormEncoder,30] - FeignSpringFormEncoder [com.alps.common.oauth2.autoconfig.FeignSpringFormEncoder@766ab25b]
13:36:30.831 [main] INFO  c.a.c.o.a.FeignAutoConfiguration - [feignRequestInterceptor,38] - FeignRequestInterceptor [com.alps.common.oauth2.feign.FeignRequestInterceptor@4c364a9d]
13:36:33.863 [main] INFO  c.n.c.s.URLConfigurationSource - [<init>,122] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
13:36:35.699 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - [initialize,171] - Initializing ExecutorService 'applicationTaskExecutor'
13:36:36.868 [main] INFO  c.a.c.o.a.AutoConfiguration - [paginationInterceptor,48] - PaginationInterceptor [AbstractSqlParserHandler(sqlParserList=null, sqlParserFilter=null)]
13:36:36.959 [main] INFO  c.a.c.o.a.AutoConfiguration - [springContextHolder,75] - SpringContextHolder [com.alps.common.oauth2.utils.SpringContextHolder@3f04349b]
13:36:36.980 [main] INFO  c.a.c.o.a.AutoConfiguration - [exceptionHandler,88] - AlpsGlobalExceptionHandler [com.alps.common.oauth2.exception.AlpsGlobalExceptionHandler@14ca4b4d]
13:36:37.025 [main] INFO  c.a.c.o.a.AutoConfiguration - [snowflakeIdWorker,102] - SnowflakeIdGenerator [com.alps.common.oauth2.constants.SnowflakeIdGenerator@4ae93e38]
13:36:37.064 [main] INFO  c.a.c.o.a.AutoConfiguration - [resourceAnnotationScan,116] - RequestMappingScan [com.alps.common.oauth2.constants.RequestMappingScan@17d5138]
13:36:37.297 [main] INFO  c.a.c.o.a.AutoConfiguration - [alpsRestTemplate,132] - AlpsRestTemplate [com.alps.common.oauth2.constants.AlpsRestTemplate@283074e8]
13:36:37.354 [main] INFO  c.a.c.o.a.AutoConfiguration - [restTemplate,141] - RestTemplate [org.springframework.web.client.RestTemplate@6945fdb8]
13:36:37.422 [main] INFO  c.a.c.o.a.MqAutoConfiguration - [apiResourceQueue,26] - Query cloud.scan.api.resource [Queue [name=cloud.scan.api.resource, durable=true, autoDelete=false, exclusive=false, arguments={}, actualName=cloud.scan.api.resource]]
13:36:37.447 [main] INFO  c.a.c.o.a.MqAutoConfiguration - [accessLogsQueue,33] - Query cloud.access.logs [Queue [name=cloud.access.logs, durable=true, autoDelete=false, exclusive=false, arguments={}, actualName=cloud.access.logs]]
13:36:43.491 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/error'], []
13:36:43.496 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/login2'], []
13:36:43.497 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/static/**'], []
13:36:43.499 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/v2/api-docs/**'], []
13:36:43.500 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/swagger-resources/**'], []
13:36:43.503 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/webjars/**'], []
13:36:43.505 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/favicon.png/'], []
13:36:43.506 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/favicon.ico'], []
13:36:43.727 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/oauth/token'], Ant [pattern='/oauth/token_key'], Ant [pattern='/oauth/check_token']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2449dff5, org.springframework.security.web.context.SecurityContextPersistenceFilter@5be521cd, org.springframework.security.web.header.HeaderWriterFilter@6cf7de4e, org.springframework.security.web.authentication.logout.LogoutFilter@5a77e0e4, org.springframework.security.oauth2.provider.client.ClientCredentialsTokenEndpointFilter@618c387d, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@e206be5, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@7b886bd3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@3b93d874, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@4d2068ea, org.springframework.security.web.session.SessionManagementFilter@611c1f92, org.springframework.security.web.access.ExceptionTranslationFilter@19e93a38, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@23d1090]
13:36:43.813 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: org.springframework.security.oauth2.config.annotation.web.configuration.ResourceServerConfiguration$NotOAuthRequestMatcher@1acf7db2, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@252da8f, org.springframework.security.web.context.SecurityContextPersistenceFilter@77095c8c, org.springframework.security.web.header.HeaderWriterFilter@655e024, org.springframework.web.filter.CharacterEncodingFilter@3a973b5e, org.springframework.security.web.authentication.logout.LogoutFilter@6aa16117, org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilter@7e5c04a4, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@6faa24, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3f29e67e, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@16d4757f, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6225c800, org.springframework.security.web.session.SessionManagementFilter@5b34e7bd, org.springframework.security.web.access.ExceptionTranslationFilter@3d4ea4cf, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@3a516e4d]
13:36:43.838 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2d4e6bb2, org.springframework.security.web.context.SecurityContextPersistenceFilter@59f0ef6e, org.springframework.security.web.header.HeaderWriterFilter@5c937c92, org.springframework.security.web.csrf.CsrfFilter@9918487, org.springframework.security.web.authentication.logout.LogoutFilter@2505480a, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@6ef3f72c, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@4eb2a0c2, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@13453610, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@4e791e53, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@67f25c, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@47d7792e, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@62fee9c3, org.springframework.security.web.session.SessionManagementFilter@22c5652b, org.springframework.security.web.access.ExceptionTranslationFilter@3e8cf854, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4cde5d66]
13:36:43.849 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@7b01f056, org.springframework.security.web.context.SecurityContextPersistenceFilter@73daf6a6, org.springframework.security.web.header.HeaderWriterFilter@4f091800, org.springframework.security.web.csrf.CsrfFilter@1c9fa12, org.springframework.security.web.authentication.logout.LogoutFilter@2ba0b7cf, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@1c0cba60, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@feb0f52, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@1caff0db, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@34b294c4, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@59ea2a36, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@5e24f013, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@65899694, org.springframework.security.web.session.SessionManagementFilter@3d8d926f, org.springframework.security.web.access.ExceptionTranslationFilter@549fc0b3, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@23389e2b]
13:36:46.525 [main] INFO  o.s.b.a.e.w.EndpointLinksResolver - [<init>,58] - Exposing 24 endpoint(s) beneath base path '/actuator'
13:36:49.684 [main] INFO  o.s.c.s.m.DirectWithAttributesChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.springCloudBusInput' has 1 subscriber(s).
13:36:50.713 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel nullChannel
13:36:50.864 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel springCloudBusInput
13:36:51.316 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel springCloudBusOutput
13:36:51.333 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel errorChannel
13:36:51.577 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerHandler,785] - Registering MessageHandler errorLogger
13:36:51.685 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerHandler,785] - Registering MessageHandler org.springframework.cloud.stream.binding.StreamListenerMessageHandler@4b37ede0
13:36:52.129 [main] INFO  o.s.i.e.EventDrivenConsumer - [logComponentSubscriptionEvent,107] - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
13:36:52.133 [main] INFO  o.s.i.c.PublishSubscribeChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.errorChannel' has 1 subscriber(s).
13:36:52.134 [main] INFO  o.s.i.e.EventDrivenConsumer - [start,159] - started _org.springframework.integration.errorLogger
13:36:54.131 [main] INFO  o.s.a.r.c.CachingConnectionFactory - [createBareConnection,460] - Attempting to connect to: [localhost:5672]
13:36:55.806 [main] INFO  o.s.a.r.c.CachingConnectionFactory - [createBareConnection,496] - Created new connection: rabbitConnectionFactory#50d91a0f:0/SimpleConnection@26be5ee [delegate=amqp://guest@127.0.0.1:5672/, localPort= 63362]
13:36:56.231 [main] INFO  o.s.c.s.m.DirectWithAttributesChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.springCloudBusOutput' has 1 subscriber(s).
13:36:56.324 [main] INFO  o.s.c.n.e.InstanceInfoFactory - [create,72] - Setting initial instance status as: STARTING
13:36:56.582 [main] INFO  c.n.d.DiscoveryClient - [<init>,365] - Initializing Eureka in region us-east-1
13:36:57.317 [main] INFO  c.n.d.p.DiscoveryJerseyProvider - [<init>,70] - Using JSON encoding codec LegacyJacksonJson
13:36:57.322 [main] INFO  c.n.d.p.DiscoveryJerseyProvider - [<init>,71] - Using JSON decoding codec LegacyJacksonJson
13:36:58.089 [main] INFO  c.n.d.p.DiscoveryJerseyProvider - [<init>,80] - Using XML encoding codec XStreamXml
13:36:58.092 [main] INFO  c.n.d.p.DiscoveryJerseyProvider - [<init>,81] - Using XML decoding codec XStreamXml
13:36:59.213 [main] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
13:36:59.489 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,976] - Disable delta property : false
13:36:59.490 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,977] - Single vip registry refresh property : null
13:36:59.494 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,978] - Force full registry fetch : false
13:36:59.495 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,979] - Application is null : false
13:36:59.498 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,980] - Registered Applications size is zero : true
13:36:59.499 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,982] - Application version is -1: true
13:36:59.503 [main] INFO  c.n.d.DiscoveryClient - [getAndStoreFullRegistry,1065] - Getting all instance registry info from the eureka server
13:37:00.708 [main] INFO  c.n.d.DiscoveryClient - [getAndStoreFullRegistry,1074] - The response status is 200
13:37:00.725 [main] INFO  c.n.d.DiscoveryClient - [initScheduledTasks,1288] - Starting heartbeat executor: renew interval is: 30
13:37:00.737 [main] INFO  c.n.d.InstanceInfoReplicator - [<init>,60] - InstanceInfoReplicator onDemand update allowed rate per min is 4
13:37:00.764 [main] INFO  c.n.d.DiscoveryClient - [<init>,465] - Discovery Client initialized at timestamp 1590989820757 with initial instances count: 3
13:37:00.785 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - [register,41] - Registering application OAUTH2-ADMIN with eureka with status UP
13:37:00.787 [main] INFO  c.n.d.DiscoveryClient - [notify,1323] - Saw local status change event StatusChangeEvent [timestamp=1590989820787, current=UP, previous=STARTING]
13:37:00.801 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.n.d.DiscoveryClient - [register,844] - DiscoveryClient_OAUTH2-ADMIN/oauth2-admin: registering service...
13:37:00.951 [main] INFO  o.s.c.s.b.r.p.RabbitExchangeQueueProvisioner - [doProvisionConsumerDestination,168] - declaring queue for inbound: springCloudBus.anonymous.WVkrqW_CSsSOUNMZrsDXDw, bound to: springCloudBus
13:37:01.007 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.n.d.DiscoveryClient - [register,853] - DiscoveryClient_OAUTH2-ADMIN/oauth2-admin - registration status: 204
13:37:01.234 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel springCloudBus.anonymous.WVkrqW_CSsSOUNMZrsDXDw.errors
13:37:01.980 [main] INFO  o.s.c.s.b.BinderErrorChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.springCloudBus.anonymous.WVkrqW_CSsSOUNMZrsDXDw.errors' has 1 subscriber(s).
13:37:01.993 [main] INFO  o.s.c.s.b.BinderErrorChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.springCloudBus.anonymous.WVkrqW_CSsSOUNMZrsDXDw.errors' has 2 subscriber(s).
13:37:02.293 [main] INFO  o.s.i.a.i.AmqpInboundChannelAdapter - [start,159] - started inbound.springCloudBus.anonymous.WVkrqW_CSsSOUNMZrsDXDw
13:37:02.450 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8500"]
13:37:02.743 [main] INFO  o.s.b.w.e.t.TomcatWebServer - [start,202] - Tomcat started on port(s): 8500 (http) with context path ''
13:37:02.747 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - [onApplicationEvent,145] - Updating port to 8500
13:37:02.753 [main] INFO  c.a.o.u.a.UaaAdminApplication - [logStarted,59] - Started UaaAdminApplication in 91.077 seconds (JVM running for 95.698)
13:37:46.984 [http-nio-8500-exec-3] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
13:37:46.987 [http-nio-8500-exec-3] INFO  o.s.w.s.DispatcherServlet - [initServletBean,524] - Initializing Servlet 'dispatcherServlet'
13:37:47.048 [http-nio-8500-exec-3] INFO  o.s.w.s.DispatcherServlet - [initServletBean,546] - Completed initialization in 57 ms
13:37:49.173 [http-nio-8500-exec-3] INFO  c.n.c.ChainedDynamicProperty - [checkAndFlip,115] - Flipping property: oauth2-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
13:37:49.265 [http-nio-8500-exec-3] INFO  c.n.u.c.ShutdownEnabledTimer - [<init>,58] - Shutdown hook installed for: NFLoadBalancer-PingTimer-oauth2-server
13:37:49.268 [http-nio-8500-exec-3] INFO  c.n.l.BaseLoadBalancer - [initWithConfig,197] - Client: oauth2-server instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=oauth2-server,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
13:37:49.320 [http-nio-8500-exec-3] INFO  c.n.l.DynamicServerListLoadBalancer - [enableAndInitLearnNewServersFeature,222] - Using serverListUpdater PollingServerListUpdater
13:37:49.542 [http-nio-8500-exec-3] INFO  c.n.c.ChainedDynamicProperty - [checkAndFlip,115] - Flipping property: oauth2-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
13:37:49.556 [http-nio-8500-exec-3] INFO  c.n.l.DynamicServerListLoadBalancer - [restOfInit,150] - DynamicServerListLoadBalancer for client oauth2-server initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=oauth2-server,current list of Servers=[vWHPC80DMZ0016.ECMMS.FOXCONN:8700],Load balancer stats=Zone stats: {defaultzone=[Zone:defaultzone;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:vWHPC80DMZ0016.ECMMS.FOXCONN:8700;	Zone:defaultZone;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 08:00:00 CST 1970;	First connection made: Thu Jan 01 08:00:00 CST 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:org.springframework.cloud.netflix.ribbon.eureka.DomainExtractingServerList@68c24dc8
13:37:50.331 [PollingServerListUpdater-0] INFO  c.n.c.ChainedDynamicProperty - [checkAndFlip,115] - Flipping property: oauth2-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
13:40:16.601 [http-nio-8500-exec-2] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,43] - 系统用户 admin 不存在!
13:40:56.867 [http-nio-8500-exec-6] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,43] - 系统用户 admin 不存在!
13:41:59.569 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
13:45:59.264 [http-nio-8500-exec-8] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,43] - 系统用户 admin 不存在!
13:46:13.508 [http-nio-8500-exec-9] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,43] - 系统用户 admin 不存在!
13:46:59.632 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
13:51:59.695 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
13:55:42.783 [http-nio-8500-exec-2] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,43] - 系统用户 admin 不存在!
13:56:59.758 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
14:01:59.822 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
14:06:59.885 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
