13:36:36.634 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$9d1bdb9d] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:01:09.846 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - [registerErrorChannel,193] - No bean named 'errorChannel' has been explicitly defined. Therefore, a default PublishSubscribeChannel will be created.
15:01:09.996 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - [registerTaskScheduler,280] - No bean named 'taskScheduler' has been explicitly defined. Therefore, a default ThreadPoolTaskScheduler will be created.
15:01:10.188 [main] INFO  o.s.i.c.DefaultConfiguringBeanFactoryPostProcessor - [registerHeaderChannelRegistry,431] - No bean named 'integrationHeaderChannelRegistry' has been explicitly defined. Therefore, a default DefaultHeaderChannelRegistry will be created.
15:01:14.426 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$73660118] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:01:15.231 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'integrationDisposableAutoCreatedBeans' of type [org.springframework.integration.config.annotation.Disposables] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:01:15.740 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.integration.config.IntegrationManagementConfiguration' of type [org.springframework.integration.config.IntegrationManagementConfiguration$$EnhancerBySpringCGLIB$$de57bc47] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:01:15.899 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration' of type [org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration$IntegrationJmxConfiguration$$EnhancerBySpringCGLIB$$b9e9c767] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:01:15.984 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration' of type [org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration$$EnhancerBySpringCGLIB$$f2d17034] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:01:16.068 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'mbeanServer' of type [com.sun.jmx.mbeanserver.JmxMBeanServer] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:01:16.389 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - [postProcessAfterInitialization,330] - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$8f800415] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
15:01:20.855 [main] INFO  o.s.b.w.e.t.TomcatWebServer - [initialize,90] - Tomcat initialized with port(s): 8500 (http)
15:01:21.006 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Initializing ProtocolHandler ["http-nio-8500"]
15:01:21.057 [main] INFO  o.a.c.c.StandardService - [log,173] - Starting service [Tomcat]
15:01:21.059 [main] INFO  o.a.c.c.StandardEngine - [log,173] - Starting Servlet engine: [Apache Tomcat/9.0.21]
15:01:22.195 [main] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring embedded WebApplicationContext
15:01:22.199 [main] INFO  o.s.w.c.ContextLoader - [prepareWebApplicationContext,283] - Root WebApplicationContext: initialization completed in 30239 ms
15:01:22.995 [main] INFO  c.n.c.s.URLConfigurationSource - [<init>,122] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
15:01:23.121 [main] INFO  c.n.c.DynamicPropertyFactory - [getInstance,281] - DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@5065bdac
15:01:34.969 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - [dataSource,56] - Init DruidDataSource
15:01:37.580 [main] INFO  c.a.d.p.DruidDataSource - [init,991] - {dataSource-1} inited
15:01:41.100 [main] INFO  o.s.s.c.ThreadPoolTaskScheduler - [initialize,171] - Initializing ExecutorService 'taskScheduler'
15:01:47.077 [main] INFO  c.a.c.o.a.FeignAutoConfiguration - [feignFormEncoder,30] - FeignSpringFormEncoder [com.alps.common.oauth2.autoconfig.FeignSpringFormEncoder@2e268c19]
15:01:47.170 [main] INFO  c.a.c.o.a.FeignAutoConfiguration - [feignRequestInterceptor,38] - FeignRequestInterceptor [com.alps.common.oauth2.feign.FeignRequestInterceptor@58df431e]
15:01:50.145 [main] INFO  c.n.c.s.URLConfigurationSource - [<init>,122] - To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
15:01:52.171 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - [initialize,171] - Initializing ExecutorService 'applicationTaskExecutor'
15:01:53.399 [main] INFO  c.a.c.o.a.AutoConfiguration - [paginationInterceptor,48] - PaginationInterceptor [AbstractSqlParserHandler(sqlParserList=null, sqlParserFilter=null)]
15:01:53.529 [main] INFO  c.a.c.o.a.AutoConfiguration - [springContextHolder,75] - SpringContextHolder [com.alps.common.oauth2.utils.SpringContextHolder@12581426]
15:01:53.568 [main] INFO  c.a.c.o.a.AutoConfiguration - [exceptionHandler,88] - AlpsGlobalExceptionHandler [com.alps.common.oauth2.exception.AlpsGlobalExceptionHandler@3c84c32f]
15:01:53.641 [main] INFO  c.a.c.o.a.AutoConfiguration - [snowflakeIdWorker,102] - SnowflakeIdGenerator [com.alps.common.oauth2.constants.SnowflakeIdGenerator@36c8e1c6]
15:01:53.682 [main] INFO  c.a.c.o.a.AutoConfiguration - [resourceAnnotationScan,116] - RequestMappingScan [com.alps.common.oauth2.constants.RequestMappingScan@cf315f1]
15:01:54.036 [main] INFO  c.a.c.o.a.AutoConfiguration - [alpsRestTemplate,132] - AlpsRestTemplate [com.alps.common.oauth2.constants.AlpsRestTemplate@7a80b2e6]
15:01:54.121 [main] INFO  c.a.c.o.a.AutoConfiguration - [restTemplate,141] - RestTemplate [org.springframework.web.client.RestTemplate@4b90f49d]
15:01:54.228 [main] INFO  c.a.c.o.a.MqAutoConfiguration - [apiResourceQueue,26] - Query cloud.scan.api.resource [Queue [name=cloud.scan.api.resource, durable=true, autoDelete=false, exclusive=false, arguments={}, actualName=cloud.scan.api.resource]]
15:01:54.268 [main] INFO  c.a.c.o.a.MqAutoConfiguration - [accessLogsQueue,33] - Query cloud.access.logs [Queue [name=cloud.access.logs, durable=true, autoDelete=false, exclusive=false, arguments={}, actualName=cloud.access.logs]]
15:02:00.738 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/error'], []
15:02:00.742 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/login2'], []
15:02:00.744 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/static/**'], []
15:02:00.745 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/v2/api-docs/**'], []
15:02:00.746 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/swagger-resources/**'], []
15:02:00.750 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/webjars/**'], []
15:02:00.750 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/favicon.png/'], []
15:02:00.752 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: Ant [pattern='/favicon.ico'], []
15:02:01.032 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: OrRequestMatcher [requestMatchers=[Ant [pattern='/oauth/token'], Ant [pattern='/oauth/token_key'], Ant [pattern='/oauth/check_token']]], [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@397f3ff5, org.springframework.security.web.context.SecurityContextPersistenceFilter@7aafac17, org.springframework.security.web.header.HeaderWriterFilter@424c8ebe, org.springframework.security.web.authentication.logout.LogoutFilter@5f83b506, org.springframework.security.oauth2.provider.client.ClientCredentialsTokenEndpointFilter@1b9075c9, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@3b0b20a8, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@53251e03, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@81a193b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@6f3d33bc, org.springframework.security.web.session.SessionManagementFilter@1263d20d, org.springframework.security.web.access.ExceptionTranslationFilter@276511ca, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@581661d6]
15:02:01.099 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: org.springframework.security.oauth2.config.annotation.web.configuration.ResourceServerConfiguration$NotOAuthRequestMatcher@11f8d64, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@10f03ab0, org.springframework.security.web.context.SecurityContextPersistenceFilter@6efa2e06, org.springframework.security.web.header.HeaderWriterFilter@2531049f, org.springframework.web.filter.CharacterEncodingFilter@62a193e0, org.springframework.security.web.authentication.logout.LogoutFilter@5c934077, org.springframework.security.oauth2.provider.authentication.OAuth2AuthenticationProcessingFilter@6a7a8e1e, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@453c10c2, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6722f81a, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@4a9a0d9d, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@489ec791, org.springframework.security.web.session.SessionManagementFilter@14404be2, org.springframework.security.web.access.ExceptionTranslationFilter@1743c249, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@c4f6d5b]
15:02:01.123 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@42ae0fcf, org.springframework.security.web.context.SecurityContextPersistenceFilter@47620803, org.springframework.security.web.header.HeaderWriterFilter@1c93f349, org.springframework.security.web.csrf.CsrfFilter@414a3c7d, org.springframework.security.web.authentication.logout.LogoutFilter@f9b97dc, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@751f445a, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@708ddfd3, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@5e16e521, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@3f46fb53, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@43aa9ccd, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@40a0364a, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@51a4472d, org.springframework.security.web.session.SessionManagementFilter@473ee461, org.springframework.security.web.access.ExceptionTranslationFilter@7e4f5062, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1d3aefd]
15:02:01.136 [main] INFO  o.s.s.w.DefaultSecurityFilterChain - [<init>,43] - Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@62a07c01, org.springframework.security.web.context.SecurityContextPersistenceFilter@25b7ccfc, org.springframework.security.web.header.HeaderWriterFilter@26350832, org.springframework.security.web.csrf.CsrfFilter@40830e1e, org.springframework.security.web.authentication.logout.LogoutFilter@582ea857, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@57cc7d9e, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@43e55cfb, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@52dbd3d, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@23c07745, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@56ed6e17, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@58179860, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@31b9108b, org.springframework.security.web.session.SessionManagementFilter@7d1cdebf, org.springframework.security.web.access.ExceptionTranslationFilter@4f578fc2, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@45144fdf]
15:02:03.781 [main] INFO  o.s.b.a.e.w.EndpointLinksResolver - [<init>,58] - Exposing 24 endpoint(s) beneath base path '/actuator'
15:02:07.459 [main] INFO  o.s.c.s.m.DirectWithAttributesChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.springCloudBusInput' has 1 subscriber(s).
15:02:08.554 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel springCloudBusInput
15:02:09.107 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel nullChannel
15:02:09.191 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel errorChannel
15:02:09.414 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel springCloudBusOutput
15:02:09.463 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerHandler,785] - Registering MessageHandler org.springframework.cloud.stream.binding.StreamListenerMessageHandler@376a34fb
15:02:09.944 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerHandler,785] - Registering MessageHandler errorLogger
15:02:10.136 [main] INFO  o.s.i.e.EventDrivenConsumer - [logComponentSubscriptionEvent,107] - Adding {logging-channel-adapter:_org.springframework.integration.errorLogger} as a subscriber to the 'errorChannel' channel
15:02:10.143 [main] INFO  o.s.i.c.PublishSubscribeChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.errorChannel' has 1 subscriber(s).
15:02:10.145 [main] INFO  o.s.i.e.EventDrivenConsumer - [start,159] - started _org.springframework.integration.errorLogger
15:02:13.108 [main] INFO  o.s.a.r.c.CachingConnectionFactory - [createBareConnection,460] - Attempting to connect to: [localhost:5672]
15:02:15.025 [main] INFO  o.s.a.r.c.CachingConnectionFactory - [createBareConnection,496] - Created new connection: rabbitConnectionFactory#4cd9ee2c:0/SimpleConnection@392a091 [delegate=amqp://guest@127.0.0.1:5672/, localPort= 10970]
15:02:15.572 [main] INFO  o.s.c.s.m.DirectWithAttributesChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.springCloudBusOutput' has 1 subscriber(s).
15:02:15.652 [main] INFO  o.s.c.n.e.InstanceInfoFactory - [create,72] - Setting initial instance status as: STARTING
15:02:15.981 [main] INFO  c.n.d.DiscoveryClient - [<init>,365] - Initializing Eureka in region us-east-1
15:02:16.845 [main] INFO  c.n.d.p.DiscoveryJerseyProvider - [<init>,70] - Using JSON encoding codec LegacyJacksonJson
15:02:16.850 [main] INFO  c.n.d.p.DiscoveryJerseyProvider - [<init>,71] - Using JSON decoding codec LegacyJacksonJson
15:02:17.757 [main] INFO  c.n.d.p.DiscoveryJerseyProvider - [<init>,80] - Using XML encoding codec XStreamXml
15:02:17.764 [main] INFO  c.n.d.p.DiscoveryJerseyProvider - [<init>,81] - Using XML decoding codec XStreamXml
15:02:18.938 [main] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:02:19.185 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,976] - Disable delta property : false
15:02:19.187 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,977] - Single vip registry refresh property : null
15:02:19.191 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,978] - Force full registry fetch : false
15:02:19.192 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,979] - Application is null : false
15:02:19.196 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,980] - Registered Applications size is zero : true
15:02:19.198 [main] INFO  c.n.d.DiscoveryClient - [fetchRegistry,982] - Application version is -1: true
15:02:19.203 [main] INFO  c.n.d.DiscoveryClient - [getAndStoreFullRegistry,1065] - Getting all instance registry info from the eureka server
15:02:20.313 [main] INFO  c.n.d.DiscoveryClient - [getAndStoreFullRegistry,1074] - The response status is 200
15:02:20.328 [main] INFO  c.n.d.DiscoveryClient - [initScheduledTasks,1288] - Starting heartbeat executor: renew interval is: 30
15:02:20.343 [main] INFO  c.n.d.InstanceInfoReplicator - [<init>,60] - InstanceInfoReplicator onDemand update allowed rate per min is 4
15:02:20.370 [main] INFO  c.n.d.DiscoveryClient - [<init>,465] - Discovery Client initialized at timestamp 1590822140363 with initial instances count: 2
15:02:20.387 [main] INFO  o.s.c.n.e.s.EurekaServiceRegistry - [register,41] - Registering application OAUTH2-ADMIN with eureka with status UP
15:02:20.390 [main] INFO  c.n.d.DiscoveryClient - [notify,1323] - Saw local status change event StatusChangeEvent [timestamp=1590822140390, current=UP, previous=STARTING]
15:02:20.405 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.n.d.DiscoveryClient - [register,844] - DiscoveryClient_OAUTH2-ADMIN/oauth2-admin: registering service...
15:02:20.556 [main] INFO  o.s.c.s.b.r.p.RabbitExchangeQueueProvisioner - [doProvisionConsumerDestination,168] - declaring queue for inbound: springCloudBus.anonymous.Cuax6zmlQpuK3fvoxKIcig, bound to: springCloudBus
15:02:20.591 [DiscoveryClient-InstanceInfoReplicator-0] INFO  c.n.d.DiscoveryClient - [register,853] - DiscoveryClient_OAUTH2-ADMIN/oauth2-admin - registration status: 204
15:02:20.855 [main] INFO  o.s.i.m.IntegrationMBeanExporter - [registerChannel,767] - Registering MessageChannel springCloudBus.anonymous.Cuax6zmlQpuK3fvoxKIcig.errors
15:02:21.656 [main] INFO  o.s.c.s.b.BinderErrorChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.springCloudBus.anonymous.Cuax6zmlQpuK3fvoxKIcig.errors' has 1 subscriber(s).
15:02:21.673 [main] INFO  o.s.c.s.b.BinderErrorChannel - [adjustCounterIfNecessary,64] - Channel 'oauth2-admin-1.springCloudBus.anonymous.Cuax6zmlQpuK3fvoxKIcig.errors' has 2 subscriber(s).
15:02:21.975 [main] INFO  o.s.i.a.i.AmqpInboundChannelAdapter - [start,159] - started inbound.springCloudBus.anonymous.Cuax6zmlQpuK3fvoxKIcig
15:02:22.133 [main] INFO  o.a.c.h.Http11NioProtocol - [log,173] - Starting ProtocolHandler ["http-nio-8500"]
15:02:22.422 [main] INFO  o.s.b.w.e.t.TomcatWebServer - [start,202] - Tomcat started on port(s): 8500 (http) with context path ''
15:02:22.427 [main] INFO  o.s.c.n.e.s.EurekaAutoServiceRegistration - [onApplicationEvent,145] - Updating port to 8500
15:02:22.434 [main] INFO  c.a.o.u.a.UaaAdminApplication - [logStarted,59] - Started UaaAdminApplication in 101.577 seconds (JVM running for 105.822)
15:02:31.240 [http-nio-8500-exec-3] INFO  o.a.c.c.C.[.[.[/] - [log,173] - Initializing Spring DispatcherServlet 'dispatcherServlet'
15:02:31.245 [http-nio-8500-exec-3] INFO  o.s.w.s.DispatcherServlet - [initServletBean,524] - Initializing Servlet 'dispatcherServlet'
15:02:31.302 [http-nio-8500-exec-3] INFO  o.s.w.s.DispatcherServlet - [initServletBean,546] - Completed initialization in 54 ms
15:02:41.442 [http-nio-8500-exec-3] INFO  c.n.c.ChainedDynamicProperty - [checkAndFlip,115] - Flipping property: oauth2-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
15:02:41.541 [http-nio-8500-exec-3] INFO  c.n.u.c.ShutdownEnabledTimer - [<init>,58] - Shutdown hook installed for: NFLoadBalancer-PingTimer-oauth2-server
15:02:41.544 [http-nio-8500-exec-3] INFO  c.n.l.BaseLoadBalancer - [initWithConfig,197] - Client: oauth2-server instantiated a LoadBalancer: DynamicServerListLoadBalancer:{NFLoadBalancer:name=oauth2-server,current list of Servers=[],Load balancer stats=Zone stats: {},Server stats: []}ServerList:null
15:02:41.609 [http-nio-8500-exec-3] INFO  c.n.l.DynamicServerListLoadBalancer - [enableAndInitLearnNewServersFeature,222] - Using serverListUpdater PollingServerListUpdater
15:02:41.887 [http-nio-8500-exec-3] INFO  c.n.c.ChainedDynamicProperty - [checkAndFlip,115] - Flipping property: oauth2-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
15:02:41.904 [http-nio-8500-exec-3] INFO  c.n.l.DynamicServerListLoadBalancer - [restOfInit,150] - DynamicServerListLoadBalancer for client oauth2-server initialized: DynamicServerListLoadBalancer:{NFLoadBalancer:name=oauth2-server,current list of Servers=[vWHPC80DMZ0016.ECMMS.FOXCONN:8700],Load balancer stats=Zone stats: {defaultzone=[Zone:defaultzone;	Instance count:1;	Active connections count: 0;	Circuit breaker tripped count: 0;	Active connections per server: 0.0;]
},Server stats: [[Server:vWHPC80DMZ0016.ECMMS.FOXCONN:8700;	Zone:defaultZone;	Total Requests:0;	Successive connection failure:0;	Total blackout seconds:0;	Last connection made:Thu Jan 01 08:00:00 CST 1970;	First connection made: Thu Jan 01 08:00:00 CST 1970;	Active Connections:0;	total failure count in last (1000) msecs:0;	average resp time:0.0;	90 percentile resp time:0.0;	95 percentile resp time:0.0;	min resp time:0.0;	max resp time:0.0;	stddev resp time:0.0]
]}ServerList:org.springframework.cloud.netflix.ribbon.eureka.DomainExtractingServerList@10497310
15:02:42.625 [PollingServerListUpdater-0] INFO  c.n.c.ChainedDynamicProperty - [checkAndFlip,115] - Flipping property: oauth2-server.ribbon.ActiveConnectionsLimit to use NEXT property: niws.loadbalancer.availabilityFilteringRule.activeConnectionsLimit = 2147483647
15:07:19.812 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:12:20.417 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:17:21.022 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:22:22.493 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:27:25.172 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:32:26.577 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:37:27.534 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:42:28.320 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:47:29.035 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:52:29.735 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
15:57:30.432 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
16:01:53.682 [http-nio-8500-exec-1] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 NONE_PROVIDED 不存在!
16:01:53.682 [http-nio-8500-exec-2] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 NONE_PROVIDED 不存在!
16:02:31.130 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
16:07:31.824 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
16:09:08.747 [http-nio-8500-exec-5] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 NONE_PROVIDED 不存在!
16:10:03.996 [http-nio-8500-exec-8] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 admin 不存在!
16:10:55.735 [http-nio-8500-exec-9] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 admin 不存在!
16:12:32.518 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
16:12:38.823 [http-nio-8500-exec-4] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 admin 不存在!
16:14:23.375 [http-nio-8500-exec-2] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 admin 不存在!
16:15:02.606 [http-nio-8500-exec-6] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 admin 不存在!
16:16:46.572 [http-nio-8500-exec-8] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 admin 不存在!
16:17:33.212 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
16:19:28.183 [http-nio-8500-exec-9] INFO  c.a.o.u.a.s.UserDetailsServiceImpl - [loadUserByUsername,36] - 系统用户 admin 不存在!
16:22:33.907 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
16:27:34.603 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
16:32:36.929 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
16:37:39.221 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
16:42:40.530 [AsyncResolver-bootstrap-executor-0] INFO  c.n.d.s.r.a.ConfigClusterResolver - [getClusterEndpoints,43] - Resolving eureka endpoints via configuration
